mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_31227,CCc1c(cc[nH]1)CO,2.08356,1.35329,0.89672,2.0007,83.85,-0.1946,0.0448,0.2394,1344.26,0.171304,-403.1844,-403.174744,-403.1738,-403.220651,35.048
gdb_7215,CC#CC([NH3+])C([O-])=O,3.77064,1.14458,0.9231,5.1819,66.16,-0.2483,0.0145,0.2628,1230.7044,0.11769,-399.804601,-399.795559,-399.794615,-399.840104,30.66
gdb_98313,OCC(=O)C(O)C1CO1,2.95811,1.06934,0.8982,2.5272,65.23,-0.2724,-0.0427,0.2298,1297.848,0.133012,-496.078239,-496.068825,-496.067881,-496.113635,33.236
gdb_107492,OCC12CC1CC21CN1,2.01644,1.84263,1.24871,2.1665,79.1,-0.2285,0.0685,0.297,1085.8996,0.171698,-403.084911,-403.076535,-403.07559,-403.117576,33.03
gdb_73583,OC12CCCC1C1NC21,2.37478,1.86222,1.45568,1.5581,77.29,-0.2241,0.0744,0.2986,991.8463,0.173097,-403.11073,-403.103201,-403.102256,-403.142188,31.317
gdb_62482,CC1(O)C(=O)OC11CC1,2.39509,1.56911,1.29381,3.4635,68.67,-0.2591,0.0029,0.262,1047.7264,0.133318,-458.970199,-458.961322,-458.960378,-459.003454,33.086
gdb_89617,CC1CC2(OC12)C(N)=O,3.99107,1.11805,0.95688,2.3883,73.03,-0.2497,0.0092,0.2589,1244.8379,0.146668,-439.090313,-439.081461,-439.080517,-439.123842,33.265
gdb_117368,CCNC(=O)OC1CC1,4.54117,0.72619,0.71448,2.3382,77.84,-0.2467,0.0628,0.3095,1701.1043,0.169516,-440.315764,-440.305613,-440.304668,-440.35391,35.447
gdb_18044,C1CC2CC=CCC12,3.06,2.26669,1.69822,0.2979,78.29,-0.2358,0.0267,0.2625,859.6877,0.180235,-311.875439,-311.868467,-311.867522,-311.906717,27.915
gdb_30978,COc1c([nH]c(=O)[nH]1)N,2.58922,1.35172,0.93466,4.6623,68.78,-0.1782,0.0552,0.2334,1213.5115,0.124526,-471.238235,-471.229022,-471.228077,-471.272427,33.031
gdb_28354,Cc1cnc(c(=O)[nH]1)N,3.21506,1.40501,0.98403,2.0823,79.57,-0.194,-0.0273,0.1667,1156.1049,0.126257,-434.150281,-434.142091,-434.141147,-434.182699,31.268
gdb_81481,CC1C2CC1C1OCC21,3.05738,1.51687,1.41576,1.7271,80.91,-0.2427,0.0857,0.3283,1037.1621,0.185604,-387.05784,-387.050658,-387.049714,-387.089017,30.047
gdb_57796,CC(C)C#CCC(=O)C,3.77805,0.59608,0.58353,2.9414,89.14,-0.2353,-0.0125,0.2228,2019.0438,0.178436,-387.096702,-387.085384,-387.08444,-387.135318,39.132
gdb_26930,Cc1coc(c1C=O)N,2.36392,1.66963,0.98494,2.4952,75.8,-0.1983,-0.024,0.1743,1145.412,0.124084,-437.9454,-437.936894,-437.93595,-437.978195,31.698
gdb_46971,O=C1NCC2NC=NC12,2.78885,1.84698,1.26435,6.3317,69.03,-0.2233,0.017,0.2403,961.7311,0.128489,-434.117857,-434.110816,-434.109871,-434.14968,27.063
gdb_10506,CCC1(CC=O)CO1,3.52402,1.29698,1.08289,2.7096,68.31,-0.248,-0.025,0.223,1127.5598,0.150901,-384.932176,-384.923237,-384.922292,-384.9665,31.532
gdb_38038,C1CC2=CC3OC3C2O1,3.38641,1.65959,1.33392,2.438,72.66,-0.2433,-0.0118,0.2316,962.1918,0.138172,-421.801899,-421.795139,-421.794195,-421.833205,26.801
gdb_126144,CCC(C)C1=CNN=N1,3.66229,0.98642,0.83383,3.9019,80.84,-0.2481,0.003,0.2511,1419.1409,0.171856,-399.341446,-399.332323,-399.331379,-399.376094,33.521
gdb_9036,C(C#N)N=C(C=O)N,5.09196,1.18824,1.03069,2.0321,62.4,-0.2697,-0.0784,0.1913,1065.5828,0.094768,-394.804191,-394.796091,-394.795147,-394.837277,28.057
gdb_122162,CCCCC1(C)OC1C,2.8512,0.7538,0.67141,1.6867,90.32,-0.2539,0.0885,0.3423,1847.2764,0.225938,-389.494383,-389.482983,-389.482039,-389.531719,41.093
gdb_111919,CC1OC(N)=NC1CO,2.12607,1.47993,0.95983,3.4386,72.82,-0.2254,0.0471,0.2725,1240.8898,0.160257,-456.3709,-456.361779,-456.360834,-456.404992,34.188
gdb_18194,C#CC1CCC2OC12,4.39812,1.66034,1.38152,2.0546,69.67,-0.2525,0.053,0.3055,903.4423,0.130931,-346.564574,-346.557567,-346.556623,-346.595692,27.222
gdb_77314,CC1C(CCC1=O)C#C,2.37226,1.30285,1.16341,2.4369,80.52,-0.238,-0.019,0.219,1174.9597,0.158135,-385.896005,-385.886973,-385.886029,-385.929972,34.072
gdb_60650,CC(=O)N(C)C1COC1,3.39743,1.03847,0.91051,2.6741,76.3,-0.2385,0.0275,0.266,1336.7064,0.169756,-440.286748,-440.276931,-440.275987,-440.322622,34.413
gdb_14205,CC12C3OC1CC23O,2.76326,2.47422,1.85108,0.872,64.0,-0.2158,0.0704,0.2862,787.1794,0.129743,-383.667613,-383.660502,-383.659558,-383.698479,27.733
gdb_85374,CC1CC(=N)NC(=O)N1,1.9384,1.76319,0.95312,2.4329,75.88,-0.2533,0.004,0.2573,1208.64,0.150291,-435.342433,-435.334093,-435.333149,-435.375403,31.885
gdb_118382,COCC(CC#C)C#N,3.27125,0.83159,0.70016,4.5411,79.07,-0.2721,0.0311,0.3032,1605.1404,0.144533,-401.914452,-401.904046,-401.903102,-401.950898,35.676
gdb_67358,OC12C3CC1C3OC2=N,3.00281,1.96444,1.38493,2.0035,69.77,-0.2595,0.0129,0.2724,908.2297,0.126087,-437.854428,-437.847744,-437.846799,-437.885163,27.521
gdb_126231,CCc1c([nH]nc1N)N,1.88974,1.74847,0.97721,2.9834,79.08,-0.1895,0.0447,0.2342,1227.6389,0.160583,-415.411777,-415.401855,-415.400911,-415.446909,36.027
gdb_67304,OC12C3OC1C3C21CC1,3.18017,1.58227,1.3197,0.7304,72.19,-0.2348,0.0719,0.3067,988.6801,0.134791,-421.706281,-421.698961,-421.698016,-421.737683,29.712
gdb_44263,O=C1NC2C1CNC2=O,3.12943,1.50225,1.20408,2.5882,65.3,-0.245,0.0064,0.2514,999.9341,0.11552,-454.006294,-453.999077,-453.998133,-454.03834,27.226
gdb_91544,CC1OC2CC12C1CO1,2.66963,1.37797,1.15603,2.4391,75.32,-0.2336,0.0702,0.3037,1136.3296,0.158041,-422.959573,-422.951153,-422.950209,-422.992868,31.928
gdb_4793,Cc1cc(oc1)OC,6.88261,1.27309,1.08902,0.7803,68.71,-0.1899,0.0422,0.2321,1083.7046,0.129738,-383.763415,-383.755274,-383.75433,-383.796641,28.849
gdb_54995,[O-]C(=O)C1CC11C[NH2+]C1,3.9666,1.11072,0.99617,5.4898,71.92,-0.2546,0.0133,0.2679,1207.9006,0.149432,-439.110476,-439.102288,-439.101344,-439.143391,30.985
gdb_125786,Cc1c2cnoc2on1,3.62047,1.5943,1.11456,3.7478,65.17,-0.2653,-0.035,0.2304,999.0787,0.090276,-452.705399,-452.698711,-452.697767,-452.736573,25.2
gdb_70658,OC12CC1OCC2C#C,2.46642,1.57355,1.17827,1.7918,73.03,-0.234,0.0404,0.2744,1066.6603,0.134907,-421.76876,-421.760536,-421.759592,-421.801282,32.149
gdb_89206,CC1OC2(C)C1OC2=N,2.49072,1.64584,1.27037,2.9053,73.5,-0.2556,0.0115,0.2671,1061.044,0.146352,-439.070096,-439.061578,-439.060634,-439.102998,32.127
gdb_5662,c1coc2c1ocn2,5.53021,2.3263,1.63749,2.0358,57.36,-0.2207,-0.0192,0.2014,692.8929,0.075394,-397.4201,-397.41503,-397.414085,-397.44921,19.71
gdb_1899,CC1C2CC1(O)C2,3.55371,2.90741,2.1987,1.169,64.45,-0.2568,0.0813,0.3381,687.8277,0.148672,-309.671865,-309.665127,-309.664182,-309.701988,26.541
gdb_29416,NC1=CNC(OC=N)=N1,4.65821,0.95374,0.79261,2.5699,72.68,-0.1858,0.0075,0.1933,1363.3516,0.114,-450.157181,-450.148688,-450.147744,-450.190922,30.711
gdb_105520,CCC1(COC1)C(C)O,2.0597,1.44871,1.05626,2.2871,81.02,-0.2408,0.0663,0.307,1267.0784,0.203949,-425.403359,-425.392945,-425.392001,-425.438935,38.433
gdb_25200,N=C1NC=NC=NC1=N,2.67818,1.83618,1.14965,2.3216,75.64,-0.2581,-0.0726,0.1855,993.6474,0.104735,-429.070107,-429.06292,-429.061976,-429.102387,26.647
gdb_95990,NC(=O)C1CCCC1O,2.85752,1.26311,1.05168,4.7354,75.19,-0.2475,0.018,0.2655,1202.773,0.172518,-440.341051,-440.331906,-440.330962,-440.375964,33.946
gdb_96277,CC1CCCOC(=O)C1,2.12293,1.53042,0.97335,4.4508,78.76,-0.2561,0.0178,0.2739,1252.7314,0.183971,-424.279537,-424.270857,-424.269913,-424.312859,33.411
gdb_20523,CC(=O)c1ncon1,5.09441,1.63806,1.24898,3.769,56.18,-0.2676,-0.0749,0.1927,888.4186,0.083389,-414.671242,-414.664332,-414.663388,-414.703196,23.767
gdb_31046,Cc1c(nc([nH]1)O)NC,2.24081,1.43384,0.89388,1.8368,77.21,-0.1626,0.0612,0.2238,1290.4417,0.147872,-435.307917,-435.298257,-435.297313,-435.342773,34.62
gdb_7626,NC(=O)C1CC(=O)N1,4.88461,1.35623,1.20253,5.5414,58.58,-0.2511,0.0098,0.2609,969.3008,0.107015,-415.911828,-415.903843,-415.902899,-415.945262,28.165
gdb_115298,CCC1CC=C(C)CO1,3.86862,0.95408,0.80449,1.0861,89.08,-0.2334,0.0291,0.2625,1517.9081,0.205574,-388.315207,-388.305567,-388.304623,-388.349502,36.451
gdb_47659,C1CN=COCOC1=O,2.2748,1.94538,1.3536,1.5037,65.31,-0.2662,-0.021,0.2452,959.1566,0.125428,-475.043637,-475.03607,-475.035126,-475.075803,28.453
gdb_28292,c1cn2cc(oc2n1)N,5.39579,1.35572,1.08499,5.0915,70.27,-0.2002,0.0276,0.2277,1031.8322,0.103977,-432.898142,-432.891263,-432.890319,-432.929248,26.791
gdb_116811,COC=NCCN1CC1,6.00745,0.5151,0.50233,3.3952,85.49,-0.2309,0.0215,0.2524,2224.7904,0.180643,-420.36143,-420.351031,-420.350086,-420.398971,35.566
gdb_104542,CCC1(CC1)CC#CC,2.42804,0.90357,0.76427,0.2793,94.26,-0.2411,0.0592,0.3003,1647.7283,0.203538,-351.1292,-351.118235,-351.117291,-351.166687,39.277
gdb_39202,C1C2CCC3C=CCC123,2.77594,1.77503,1.27934,0.1491,86.62,-0.2334,0.0304,0.2638,1045.9161,0.18597,-349.96959,-349.962355,-349.96141,-350.001085,30.152
gdb_3503,O=CC1C2CN1C2,6.54334,2.22575,2.08332,3.4696,58.59,-0.2402,-0.0358,0.2044,650.4818,0.114175,-324.491475,-324.485684,-324.484739,-324.521158,21.662
gdb_106627,COC12CC(CC1)C2C,2.49107,1.44937,1.25579,0.9332,85.13,-0.24,0.088,0.328,1163.1731,0.206811,-388.279839,-388.270938,-388.269994,-388.313116,34.948
gdb_58117,CC(C)C(C)(O)CC#C,2.93141,1.01668,0.90695,1.5296,87.62,-0.2561,0.0452,0.3013,1416.1828,0.201209,-388.265534,-388.254155,-388.253211,-388.301432,42.682
gdb_96961,CN=C1CC2CC(C2)O1,3.67296,1.2771,1.12598,2.9458,81.53,-0.2369,0.0267,0.2636,1159.9936,0.172344,-403.152432,-403.144258,-403.143313,-403.186165,31.202
gdb_117201,CCOC(=N)C1(C)CO1,3.05515,0.97456,0.87995,1.5324,77.08,-0.2553,0.0173,0.2726,1436.4983,0.168367,-440.274865,-440.264742,-440.263798,-440.310863,36.061
gdb_95467,CC1OCC=C1NC=O,3.02339,1.17802,0.89111,2.9462,77.14,-0.2207,-0.0093,0.2114,1284.4794,0.147447,-439.119331,-439.110477,-439.109533,-439.153491,32.06
gdb_124182,CC#CCc1cnno1,5.26227,0.77383,0.68028,4.5421,75.05,-0.2651,-0.0365,0.2286,1580.0091,0.110864,-416.765239,-416.756359,-416.755414,-416.801669,30.034
gdb_128829,Cc1conc1COC,3.17453,1.10022,0.85732,3.0227,74.92,-0.251,-0.0052,0.2458,1348.5657,0.146531,-439.072925,-439.063707,-439.062763,-439.107774,32.194
gdb_111988,CCC1C=CC2(C)OC12,4.10065,1.06821,0.94249,1.6769,83.87,-0.2404,0.0042,0.2446,1336.8474,0.181683,-387.091179,-387.082146,-387.081202,-387.12477,34.552
gdb_105623,CC1OCC1(CO)C#N,2.09185,1.34702,1.1869,2.2228,72.19,-0.2678,0.0131,0.2809,1160.6019,0.14649,-439.074967,-439.065606,-439.064662,-439.109188,33.785
gdb_18878,OC1C2C3OCC1C23,3.27719,2.50079,2.12149,2.823,62.96,-0.222,0.0704,0.2924,716.3526,0.132438,-383.701309,-383.695118,-383.694174,-383.731309,25.023
gdb_131167,C(=N)Nc1c(nno1)O,3.35627,1.28505,0.92926,5.4163,68.12,-0.2145,-0.0353,0.1792,1151.4708,0.088711,-486.028333,-486.020114,-486.01917,-486.062146,28.916
gdb_76401,CC1(C(O)C1O)N1CC1,2.96458,1.14322,1.06165,1.4578,75.95,-0.2234,0.0545,0.2779,1232.8775,0.168715,-440.218324,-440.208695,-440.207751,-440.252666,36.264
gdb_25602,c1cocc1NCC=O,3.88375,0.98945,0.82666,3.5055,71.67,-0.2043,-0.0297,0.1745,1327.2811,0.124162,-437.901607,-437.893385,-437.892441,-437.935527,29.885
gdb_13061,O=COC1CNC1=O,4.1866,1.42775,1.12524,5.3138,56.44,-0.2655,-0.0058,0.2597,984.0532,0.094773,-435.766685,-435.759042,-435.758098,-435.799852,25.718
gdb_35981,C1COCC(CO1)C#N,2.45605,1.47432,1.21603,5.3751,72.21,-0.2672,0.0355,0.3027,1086.3112,0.14926,-439.083101,-439.074929,-439.073984,-439.116195,30.344
gdb_61099,CC(CC#N)(C#C)C#C,2.36372,1.24314,1.0273,3.4935,80.47,-0.2774,0.0083,0.2858,1206.3855,0.120298,-363.554936,-363.545066,-363.544122,-363.589477,35.909
gdb_121235,CCCC1OCC1CC,2.90764,0.80209,0.67906,1.7065,89.75,-0.2389,0.0816,0.3206,1801.3117,0.227955,-389.486198,-389.475392,-389.474448,-389.523319,38.727
gdb_82041,CC1C2CC2C11CCC1,2.58445,1.45815,1.23144,0.2307,88.97,-0.2442,0.0891,0.3332,1161.6671,0.206525,-351.11991,-351.111359,-351.110415,-351.152702,34.334
gdb_39325,C1OC2C3OC3CCC12,2.86138,1.74191,1.31005,2.9942,73.58,-0.2428,0.0683,0.3111,1000.0155,0.1621,-423.000921,-422.993788,-422.992844,-423.032836,28.271
gdb_111162,COC1C2OC1C21CN1,4.26773,1.08197,0.99392,3.5913,73.54,-0.2372,0.0736,0.3108,1234.7841,0.146292,-438.952066,-438.943851,-438.942907,-438.985094,30.966
gdb_127103,CN(C)c1c[nH]nc1N,2.62974,1.44426,1.01845,1.8761,79.2,-0.1823,0.0391,0.2214,1193.1573,0.160876,-415.390227,-415.38103,-415.380086,-415.423851,34.544
gdb_13100,OC1COC1CC=O,4.24459,1.22276,1.02237,4.8507,61.91,-0.2419,-0.018,0.2239,1110.0718,0.128208,-420.855023,-420.846463,-420.845519,-420.889569,29.063
gdb_96930,CN=C1OC2C(O)C12C,2.45608,1.39182,1.1221,1.8643,75.72,-0.2416,0.0182,0.2598,1171.6844,0.145448,-439.048691,-439.039394,-439.03845,-439.082785,33.766
gdb_59185,CC(C)C1C2CC1C2=O,3.29327,1.02942,0.9916,3.2284,83.29,-0.2381,0.0131,0.2512,1321.6921,0.181886,-387.061636,-387.052684,-387.05174,-387.095476,34.27
gdb_130281,c1(c(=O)nc(on1)O)N,3.37907,1.48585,1.03222,3.4536,60.3,-0.2545,-0.0546,0.2,1033.3806,0.077675,-505.960399,-505.9528,-505.951855,-505.992696,27.981
gdb_132632,c1c(nc(c(n1)F)O)N,3.18826,1.42838,0.98716,4.2493,66.37,-0.214,-0.0366,0.1775,1077.7242,0.090283,-494.092499,-494.08524,-494.084296,-494.124066,28.149
gdb_37072,C1C23COCC12COC3,3.24289,1.61508,1.39211,0.1508,73.67,-0.2524,0.0889,0.3413,974.5916,0.162459,-423.015761,-423.008808,-423.007863,-423.046769,28.385
gdb_108959,NC1C2NC(CO)=NC12,2.91745,1.38085,1.21316,1.0395,72.03,-0.2075,0.0116,0.2191,1082.0559,0.149479,-435.242781,-435.234128,-435.233184,-435.276627,32.486
gdb_103531,CCC1(O)C=CCC1=O,2.40361,1.44043,1.17345,3.1583,77.12,-0.2334,-0.027,0.2063,1145.9137,0.157577,-423.055747,-423.046475,-423.045531,-423.090046,34.491
gdb_14710,C(CO)N=COC=O,5.38053,0.83662,0.81017,2.9896,62.65,-0.2736,-0.0353,0.2383,1383.0747,0.116685,-436.947596,-436.938786,-436.937842,-436.982412,29.348
gdb_123311,C#Cc1nc(no1)C#N,6.73563,0.95947,0.83983,5.1463,70.47,-0.3019,-0.0947,0.2072,1222.3913,0.053859,-430.43122,-430.424119,-430.423175,-430.463155,25.143
gdb_76476,CC1C(O)C11CC(=N)O1,3.26305,1.09311,1.01515,3.8456,74.76,-0.2459,0.03,0.2758,1241.8903,0.146032,-439.062808,-439.053893,-439.052949,-439.096374,33.382
gdb_3617,C1C2C3OCC1C23,4.56054,3.64684,2.90719,1.6127,58.94,-0.2251,0.0957,0.3208,546.6478,0.127966,-308.483519,-308.478525,-308.477581,-308.511935,20.606
gdb_66707,CC12C3C4C1C2(C#N)N34,2.80721,1.73479,1.30424,5.1569,74.26,-0.2419,-0.0096,0.2323,967.9947,0.112201,-379.564635,-379.557339,-379.556395,-379.596328,27.969
gdb_1726,CC1(COC1)OC,4.44585,2.08002,1.8923,2.1778,60.05,-0.2459,0.0699,0.3158,760.4365,0.14684,-346.821466,-346.813724,-346.81278,-346.853274,27.731
gdb_85523,CC1CC(=O)OC2CC12,2.49643,1.57812,1.08315,4.4301,75.1,-0.2566,0.013,0.2697,1133.4684,0.160271,-423.059307,-423.051295,-423.050351,-423.091809,31.312
gdb_90625,CC1(C#C)C2C(O)CN12,3.42797,1.18511,1.1069,2.4135,79.27,-0.2354,0.037,0.2724,1157.9122,0.14573,-401.857252,-401.848383,-401.847439,-401.890207,34.258
gdb_17802,CC(=O)C1C2CN1C2,4.34606,1.63978,1.45797,1.6989,68.76,-0.2406,-0.022,0.2186,908.0073,0.14197,-363.794688,-363.787243,-363.786299,-363.827123,27.493
gdb_118105,COCC(O)C1(C)CO1,2.81642,1.06175,0.85922,1.2983,75.31,-0.2593,0.0794,0.3387,1407.6766,0.179788,-461.329523,-461.319285,-461.318341,-461.365099,37.148
gdb_85692,CC1OC(C#C)C11CC1,2.151,1.51905,1.15301,1.8371,81.47,-0.2505,0.0215,0.272,1159.16,0.156874,-385.823873,-385.814791,-385.813847,-385.857833,34.362
gdb_103771,CCC1(C)CC11COC1,3.06208,1.06839,0.95033,1.9942,85.95,-0.2383,0.0662,0.3045,1367.9192,0.204352,-388.260971,-388.251101,-388.250156,-388.295593,36.969
gdb_105137,COC1(CC1C#N)C#N,2.56925,1.25633,1.0141,3.4973,72.15,-0.2984,-0.0179,0.2805,1177.4696,0.110961,-416.801057,-416.792036,-416.791092,-416.835171,31.584
gdb_49216,C1C(=O)COC(=N1)C=O,4.63321,1.0565,0.87237,1.3197,65.61,-0.255,-0.0761,0.1789,1222.342,0.099612,-473.848155,-473.840013,-473.839068,-473.882547,28.049
gdb_11584,NC(=O)C#CC1CO1,6.79147,0.82891,0.77532,2.5515,66.63,-0.261,-0.0318,0.2292,1387.6524,0.094066,-398.570362,-398.561984,-398.56104,-398.604801,28.163
gdb_59650,CC(O)C1CCC(O)C1,2.65104,1.11795,0.97827,2.505,81.26,-0.2546,0.0686,0.3232,1340.5346,0.205845,-425.442163,-425.432386,-425.431442,-425.476883,37.555
gdb_1990,NC(=O)CC1CO1,6.61115,1.67245,1.42544,3.1767,53.99,-0.2423,0.0284,0.2707,818.7639,0.113328,-361.725394,-361.718223,-361.717279,-361.757171,25.498
gdb_80165,OC1C2OC(=N)C(=O)C12,2.51892,1.7302,1.41072,5.6385,64.13,-0.2555,-0.0665,0.189,935.9582,0.100744,-473.818025,-473.810577,-473.809633,-473.850098,28.042
gdb_42976,O=C1C2CC2CC11CN1,2.77766,1.68821,1.28289,2.9596,76.24,-0.2466,-0.0213,0.2253,1012.6181,0.149945,-401.947297,-401.939954,-401.93901,-401.978992,29.272
gdb_82255,CC1C2CC2C=C1C#C,3.05323,1.36824,1.05127,0.8467,90.97,-0.2163,-0.0177,0.1986,1168.926,0.159152,-348.729677,-348.721311,-348.720367,-348.76224,33.12
gdb_113541,CC1OCC11OC1CO,3.19614,1.0337,0.91545,0.3723,71.79,-0.2555,0.0645,0.32,1324.2528,0.15708,-460.116993,-460.107646,-460.106702,-460.15175,33.81
gdb_61081,CC(C=O)N=C(N)C#N,2.80336,1.06357,0.84365,3.4323,75.79,-0.2541,-0.0608,0.1933,1339.2214,0.122323,-434.088914,-434.0794,-434.078456,-434.123328,33.848
gdb_95641,CC1COCC(=O)N1C,2.05537,1.81739,1.03657,3.6472,76.26,-0.2343,0.0278,0.2621,1172.1454,0.171704,-440.321259,-440.31227,-440.311326,-440.354948,33.476
gdb_76814,CC1C(O)C2N3CC12C3,2.80118,1.56874,1.31551,3.3056,80.44,-0.2038,0.0454,0.2492,1050.5959,0.170734,-402.985694,-402.97753,-402.976585,-403.017852,32.628
gdb_240,CC(=N)OC=O,9.27563,2.24606,1.83479,4.0954,45.3,-0.2723,-0.0251,0.2472,632.4706,0.083113,-322.460671,-322.454075,-322.45313,-322.491611,21.35
gdb_99174,CNC(=O)NC1COC1,5.4362,0.70445,0.68856,3.7714,74.57,-0.244,0.0582,0.3022,1676.8759,0.158914,-456.354038,-456.344062,-456.343117,-456.390636,34.146
gdb_37300,O1C2C1C1C=CC2C=C1,2.69154,2.0646,2.05021,1.7274,73.19,-0.2274,-0.0004,0.227,814.6078,0.13888,-384.667088,-384.661113,-384.660169,-384.696835,26.509
gdb_10788,N=C1CNC(=O)CO1,4.87188,1.62306,1.28456,1.6989,59.78,-0.2539,0.0086,0.2625,892.4977,0.109157,-415.899815,-415.892838,-415.891894,-415.931386,25.539
gdb_10189,CCOC(CC)C#N,2.11359,1.57357,0.95693,3.4203,73.08,-0.2825,0.0212,0.3036,1251.2589,0.163326,-365.078194,-365.068447,-365.067502,-365.113279,33.655
gdb_23517,ON=C1C2C3C4C3C1C24,4.66029,1.31316,1.24611,1.2622,75.47,-0.2372,0.0154,0.2525,1008.5528,0.125393,-400.621017,-400.614449,-400.613504,-400.651914,27.014
gdb_8796,C(C(=O)C(=O)C=O)O,5.28902,1.14806,0.94882,2.9184,52.49,-0.2478,-0.1304,0.1174,1110.1693,0.079307,-455.613392,-455.604661,-455.603717,-455.64828,28.121
gdb_114108,COC1CC2(O)COC12,3.22189,1.19922,1.01898,3.2179,72.06,-0.2416,0.0547,0.2963,1218.6008,0.157299,-460.103932,-460.094871,-460.093927,-460.138131,33.151
gdb_53174,CC#CC1C2CC2C1C,2.84467,1.04718,0.91566,0.0149,91.11,-0.2367,0.0552,0.292,1405.5349,0.181438,-349.907593,-349.897856,-349.896912,-349.943778,35.466
gdb_12374,CC1COCC=C1C,2.89874,1.97513,1.26633,1.38,77.4,-0.2329,0.0269,0.2597,1007.0009,0.177687,-349.019518,-349.011378,-349.010434,-349.051646,31.263
gdb_114465,CCC1OC2C3OC3C12,3.34055,1.33748,1.22548,2.6274,74.29,-0.2455,0.0538,0.2994,1102.4825,0.158853,-422.952857,-422.945013,-422.944068,-422.985319,30.532
gdb_68673,CC12CC(COC1)C2=O,2.32467,1.80427,1.41447,1.9923,75.12,-0.2356,-0.0132,0.2224,1004.7315,0.160096,-423.036205,-423.02818,-423.027236,-423.068441,31.106
gdb_55867,CC1(O)CC1NC(N)=O,3.13939,1.02665,0.94371,4.2767,72.76,-0.2356,0.0546,0.2901,1315.2832,0.15783,-456.36706,-456.357146,-456.356202,-456.401893,37.077
gdb_38361,C1C2CC1OC=NCC2,2.29848,2.02624,1.38247,2.248,78.59,-0.244,0.0108,0.2548,993.9861,0.173881,-403.135327,-403.127907,-403.126963,-403.16692,30.076
gdb_70248,CC12CC1CC(C)(O)C2,2.87178,1.28415,1.18439,1.3817,85.23,-0.2514,0.0689,0.3203,1204.8251,0.20543,-388.305515,-388.296332,-388.295388,-388.338343,37.236
gdb_106224,OCC12C=CC3CN1C23,3.4252,1.4746,1.28411,2.4597,75.67,-0.2324,0.0,0.2324,1020.7408,0.14933,-401.89502,-401.88774,-401.886796,-401.926818,29.334
gdb_88251,CC1CC1C#CCC=O,4.15164,0.61278,0.57209,3.0508,87.91,-0.2359,-0.0259,0.2101,1938.7011,0.156342,-385.864632,-385.854459,-385.853515,-385.903075,35.19
gdb_3073,CCOCC1CO1,9.90457,1.07794,1.03206,2.38,62.22,-0.2558,0.085,0.3407,1152.4958,0.146546,-346.820834,-346.812737,-346.811792,-346.853967,27.672
gdb_128559,COC1=CC(=N)NN=C1,3.0491,1.30806,0.92073,1.8486,77.82,-0.2057,-0.0411,0.1647,1215.3026,0.126233,-434.071283,-434.063403,-434.062459,-434.103757,29.793
gdb_80221,CC1C2OC(=N)C12C=O,2.20657,1.60439,1.18822,2.3188,72.39,-0.2608,-0.042,0.2188,1076.1506,0.122662,-437.868986,-437.860594,-437.85965,-437.902121,30.625
gdb_113182,NC(=O)C1(O)CC1CO,2.60734,1.15063,0.94286,2.4828,69.36,-0.2419,0.0239,0.2658,1273.2303,0.145899,-476.233228,-476.223394,-476.222449,-476.267965,36.211
gdb_24498,c1c[nH]c2c1cncn2,4.09269,1.71075,1.20645,3.7204,76.36,-0.228,-0.0346,0.1933,937.2719,0.106575,-395.819498,-395.813586,-395.812642,-395.849602,23.964
gdb_101998,COC(C=O)C#CC=O,3.03556,0.72875,0.60578,3.8882,76.51,-0.2627,-0.0807,0.182,1745.5612,0.107492,-457.719963,-457.709627,-457.708682,-457.757728,32.977
gdb_90767,CC1CCC2C(O)CC12,2.70557,1.33914,1.1424,1.6294,83.88,-0.2515,0.0617,0.3132,1198.083,0.20773,-388.299487,-388.290856,-388.289912,-388.33247,34.699
gdb_114756,OCC1CC2OC2C1O,2.29441,1.53383,1.15077,1.7847,70.1,-0.25,0.0576,0.3076,1112.8321,0.159409,-460.140331,-460.131697,-460.130753,-460.173527,32.83
gdb_117100,CCNC(=O)C(C)C#C,2.37559,1.06639,0.7888,2.978,83.07,-0.2416,0.0306,0.2722,1501.5691,0.16832,-403.158848,-403.148084,-403.14714,-403.196357,38.113
gdb_18848,N=C1C2OCC3C2N13,3.72256,2.48115,2.07201,2.996,61.47,-0.2402,0.0022,0.2424,688.777,0.109499,-378.666844,-378.661129,-378.660185,-378.696558,22.671
gdb_28835,c1cnc(=O)ncc1N,3.11283,1.50151,1.16676,7.2094,74.34,-0.2408,-0.0748,0.166,1019.5749,0.10267,-432.903113,-432.895736,-432.894792,-432.93483,28.201
gdb_47255,C1C=CCNC(=O)C1=O,2.29129,1.70401,1.23972,5.0219,70.69,-0.2331,-0.037,0.1961,1032.3691,0.124949,-437.926211,-437.918012,-437.917068,-437.959632,29.951
gdb_18,CC(=O)C,10.12193,8.49011,4.89615,2.7362,35.53,-0.2431,-0.0087,0.2344,292.4367,0.083382,-193.08834,-193.082969,-193.082024,-193.116476,16.893
gdb_47352,N=C1COCC(O1)C#C,2.45896,1.51548,1.18949,2.6444,72.09,-0.2612,0.0079,0.2691,1071.226,0.12411,-437.846325,-437.838214,-437.83727,-437.879424,30.333
